,x,y,z,Vx,Vy,Vz,t
1190,0.104,-2.054,1.483,0.0,0.0,0.0,8.8521089553833
1191,0.104,-2.054,1.483,0.0,0.0,0.0,8.857702493667603
1192,0.104,-2.054,1.483,0.0,0.0,0.0,8.86361026763916
1193,0.104,-2.054,1.483,0.0,0.0,0.0,8.869207620620728
1194,0.104,-2.054,1.483,0.0,0.0,0.0,8.874851703643799
1195,0.104,-2.054,1.483,0.0,0.0,0.0,8.880452871322632
1196,0.104,-2.054,1.483,0.0,0.0,0.0,8.886052131652832
1197,0.104,-2.054,1.483,0.0,0.0,0.0,8.891374349594116
1198,0.07618863135576248,-2.0595991611480713,1.227305293083191,0.0,0.0,0.0,8.896968364715576
1199,0.07618863135576248,-2.0595991611480713,1.227305293083191,0.0,0.0,0.0,8.90312385559082
1200,0.07618863135576248,-2.0595991611480713,1.227305293083191,0.0,0.0,0.0,8.90872836112976
1201,0.07618863135576248,-2.0595991611480713,1.227305293083191,0.0,0.0,0.0,8.913933277130127
1202,0.07618863135576248,-2.0595991611480713,1.227305293083191,0.0,0.0,0.0,8.919535398483276
1203,0.07618863135576248,-2.0595991611480713,1.227305293083191,0.0,0.0,0.0,8.924798965454102
1204,0.107,-2.059,1.475,0.0,0.0,0.0,8.930854320526123
1205,0.107,-2.059,1.475,0.0,0.0,0.0,8.936450481414795
1206,0.107,-2.059,1.475,0.0,0.0,0.0,8.941600561141968
1207,0.07917468994855881,-2.0603439807891846,1.2235898971557617,0.0,0.0,0.0,8.94715690612793
1208,0.07917468994855881,-2.0603439807891846,1.2235898971557617,0.0,0.0,0.0,8.952761888504028
1209,0.07917468994855881,-2.0603439807891846,1.2235898971557617,0.0,0.0,0.0,8.958408117294312
1210,0.07917468994855881,-2.0603439807891846,1.2235898971557617,0.0,0.0,0.0,8.96401071548462
1211,0.07917468994855881,-2.0603439807891846,1.2235898971557617,0.0,0.0,0.0,8.969613313674927
1212,0.07917468994855881,-2.0603439807891846,1.2235898971557617,0.0,0.0,0.0,8.974761247634888
1213,0.07917468994855881,-2.0603439807891846,1.2235898971557617,0.0,0.0,0.0,8.980260372161865
1214,0.07917468994855881,-2.0603439807891846,1.2235898971557617,0.0,0.0,0.0,8.985856294631958
1215,0.07917468994855881,-2.0603439807891846,1.2235898971557617,0.0,0.0,0.0,8.991593360900879
1216,0.07917468994855881,-2.0603439807891846,1.2235898971557617,0.0,0.0,0.0,8.997275829315186
1217,0.08314961940050125,-2.0606439113616943,1.2195098400115967,0.0,0.0,0.0,9.003440856933594
1218,0.08314961940050125,-2.0606439113616943,1.2195098400115967,0.0,0.0,0.0,9.00904107093811
1219,0.108,-2.061,1.466,0.0,0.0,0.0,9.014654874801636
1220,0.108,-2.061,1.466,0.0,0.0,0.0,9.019805192947388
1221,0.108,-2.061,1.466,0.0,0.0,0.0,9.025008201599121
1222,0.108,-2.061,1.466,0.0,0.0,0.0,9.030606985092163
1223,0.108,-2.061,1.466,0.0,0.0,0.0,9.036208391189575
1224,0.108,-2.061,1.466,0.0,0.0,0.0,9.041367053985596
1225,0.108,-2.061,1.466,0.0,0.0,0.0,9.04697036743164
1226,0.108,-2.061,1.466,0.0,0.0,0.0,9.052603960037231
1227,0.108,-2.061,1.466,0.0,0.0,0.0,9.058202028274536
1228,0.108,-2.061,1.466,0.0,0.0,0.0,9.063949584960938
1229,0.08611118793487549,-2.0622498989105225,1.2156031131744385,0.0,0.0,0.0,9.069566488265991
1230,0.08611118793487549,-2.0622498989105225,1.2156031131744385,0.0,0.0,0.0,9.07531476020813
1231,0.08611118793487549,-2.0622498989105225,1.2156031131744385,0.0,0.0,0.0,9.080915689468384
1232,0.08611118793487549,-2.0622498989105225,1.2156031131744385,0.0,0.0,0.0,9.086526870727539
1233,0.109,-2.068,1.453,0.0,0.0,0.0,9.09210991859436
1234,0.109,-2.068,1.453,0.0,0.0,0.0,9.097711324691772
1235,0.08767110854387283,-2.0622596740722656,1.2118613719940186,0.0,0.0,0.0,9.103121042251587
1236,0.08767110854387283,-2.0622596740722656,1.2118613719940186,0.0,0.0,0.0,9.108717918395996
1237,0.08767110854387283,-2.0622596740722656,1.2118613719940186,0.0,0.0,0.0,9.114750623703003
1238,0.08767110854387283,-2.0622596740722656,1.2118613719940186,0.0,0.0,0.0,9.119956731796265
1239,0.08767110854387283,-2.0622596740722656,1.2118613719940186,0.0,0.0,0.0,9.125301599502563
1240,0.08767110854387283,-2.0622596740722656,1.2118613719940186,0.0,0.0,0.0,9.130895376205444
1241,0.08767110854387283,-2.0622596740722656,1.2118613719940186,0.0,0.0,0.0,9.136491298675537
1242,0.08767110854387283,-2.0622596740722656,1.2118613719940186,0.0,0.0,0.0,9.141655445098877
1243,0.08767110854387283,-2.0622596740722656,1.2118613719940186,0.0,0.0,0.0,9.147250413894653
1244,0.08767110854387283,-2.0622596740722656,1.2118613719940186,0.0,0.0,0.0,9.152811288833618
1245,0.08933490514755249,-2.064523220062256,1.2077840566635132,0.0,0.0,0.0,9.15805983543396
1246,0.08933490514755249,-2.064523220062256,1.2077840566635132,0.0,0.0,0.0,9.163692951202393
1247,0.08933490514755249,-2.064523220062256,1.2077840566635132,0.0,0.0,0.0,9.169390678405762
1248,0.111,-2.071,1.442,0.0,0.0,0.0,9.174607753753662
1249,0.111,-2.071,1.442,0.0,0.0,0.0,9.180203676223755
1250,0.111,-2.071,1.442,0.0,0.0,0.0,9.185810327529907
1251,0.111,-2.071,1.442,0.0,0.0,0.0,9.19131350517273
1252,0.111,-2.071,1.442,0.0,0.0,0.0,9.196914672851562
1253,0.111,-2.071,1.442,0.0,0.0,0.0,9.20210576057434
1254,0.09009207040071487,-2.063994884490967,1.2039368152618408,0.0,0.0,0.0,9.207702398300171
1255,0.09009207040071487,-2.063994884490967,1.2039368152618408,0.0,0.0,0.0,9.212896347045898
1256,0.09009207040071487,-2.063994884490967,1.2039368152618408,0.0,0.0,0.0,9.218489646911621
1257,0.09009207040071487,-2.063994884490967,1.2039368152618408,0.0,0.0,0.0,9.224132537841797
1258,0.09009207040071487,-2.063994884490967,1.2039368152618408,0.0,0.0,0.0,9.229317903518677
1259,0.09009207040071487,-2.063994884490967,1.2039368152618408,0.0,0.0,0.0,9.234570980072021
1260,0.09009207040071487,-2.063994884490967,1.2039368152618408,0.0,0.0,0.0,9.240621089935303
1261,0.09009207040071487,-2.063994884490967,1.2039368152618408,0.0,0.0,0.0,9.245887756347656
1262,0.09009207040071487,-2.063994884490967,1.2039368152618408,0.0,0.0,0.0,9.251286745071411
1263,0.09009207040071487,-2.063994884490967,1.2039368152618408,0.0,0.0,0.0,9.256845235824585
1264,0.112,-2.079,1.429,0.0,0.0,0.0,9.262958526611328
1265,0.09095869958400726,-2.0676136016845703,1.2004115581512451,0.0,0.0,0.0,9.2684805393219
1266,0.09095869958400726,-2.0676136016845703,1.2004115581512451,0.0,0.0,0.0,9.274014711380005
1267,0.09095869958400726,-2.0676136016845703,1.2004115581512451,0.0,0.0,0.0,9.279575824737549
1268,0.09095869958400726,-2.0676136016845703,1.2004115581512451,0.0,0.0,0.0,9.285096406936646
1269,0.09095869958400726,-2.0676136016845703,1.2004115581512451,0.0,0.0,0.0,9.291127681732178
1270,0.09095869958400726,-2.0676136016845703,1.2004115581512451,0.0,0.0,0.0,9.297687530517578
1271,0.09095869958400726,-2.0676136016845703,1.2004115581512451,0.0,0.0,0.0,9.303341388702393
1272,0.09095869958400726,-2.0676136016845703,1.2004115581512451,0.0,0.0,0.0,9.308945417404175
1273,0.09493148326873779,-2.068425178527832,1.196960687637329,0.0,0.0,0.0,9.314566135406494
1274,0.09493148326873779,-2.068425178527832,1.196960687637329,0.0,0.0,0.0,9.32016396522522
1275,0.09493148326873779,-2.068425178527832,1.196960687637329,0.0,0.0,0.0,9.325698614120483
1276,0.09493148326873779,-2.068425178527832,1.196960687637329,0.0,0.0,0.0,9.331290006637573
1277,0.09493148326873779,-2.068425178527832,1.196960687637329,0.0,0.0,0.0,9.336888313293457
1278,0.09493148326873779,-2.068425178527832,1.196960687637329,0.0,0.0,0.0,9.342555284500122
1279,0.111,-2.08,1.42,0.0,0.0,0.0,9.348111391067505
1280,0.111,-2.08,1.42,0.0,0.0,0.0,9.353721380233765
1281,0.111,-2.08,1.42,0.0,0.0,0.0,9.358885526657104
1282,0.09596417844295502,-2.0691306591033936,1.1928884983062744,0.0,0.0,0.0,9.364496946334839
1283,0.09596417844295502,-2.0691306591033936,1.1928884983062744,0.0,0.0,0.0,9.370089530944824
1284,0.09596417844295502,-2.0691306591033936,1.1928884983062744,0.0,0.0,0.0,9.376158952713013
1285,0.09596417844295502,-2.0691306591033936,1.1928884983062744,0.0,0.0,0.0,9.381808280944824
1286,0.09596417844295502,-2.0691306591033936,1.1928884983062744,0.0,0.0,0.0,9.38730525970459
1287,0.09596417844295502,-2.0691306591033936,1.1928884983062744,0.0,0.0,0.0,9.392776489257812
1288,0.09596417844295502,-2.0691306591033936,1.1928884983062744,0.0,0.0,0.0,9.398369789123535
1289,0.09596417844295502,-2.0691306591033936,1.1928884983062744,0.0,0.0,0.0,9.40452527999878
1290,0.09596417844295502,-2.0691306591033936,1.1928884983062744,0.0,0.0,0.0,9.410122632980347
1291,0.09596417844295502,-2.0691306591033936,1.1928884983062744,0.0,0.0,0.0,9.415733575820923
1292,0.0956677496433258,-2.0692083835601807,1.1888643503189087,0.0,0.0,0.0,9.421364068984985
1293,0.0956677496433258,-2.0692083835601807,1.1888643503189087,0.0,0.0,0.0,9.426961660385132
